product_name,product_id,sale_date,qty,sales_amount,currency,source
Espresso,6,10/09/2024,1,21.06,PHP,Kaggle Coffee Sales
Cappuccino,3,10/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,10/10/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/10/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,10/10/2024,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,10/10/2024,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,10/10/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/10/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/10/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/11/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/11/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/11/2024,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/11/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,10/11/2024,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/11/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,10/11/2024,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,10/12/2024,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,10/12/2024,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,10/12/2024,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,10/12/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,10/12/2024,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,10/12/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,10/12/2024,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Espresso,6,,1,21.06,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,11/01/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/01/2024,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,11/01/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/01/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/01/2024,1,35.76,PHP,Kaggle Coffee Sales
Cortado,5,11/01/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/01/2024,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,11/02/2024,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,11/02/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/02/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/02/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/02/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/02/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/02/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/02/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,11/02/2024,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,11/03/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/03/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/03/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,11/03/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/03/2024,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,11/03/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/03/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/03/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/03/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/03/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/03/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,11/03/2024,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,11/03/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/04/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/04/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/04/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,11/04/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/04/2024,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,11/04/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/04/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/05/2024,1,30.86,PHP,Kaggle Coffee Sales
Cappuccino,3,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/05/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/05/2024,1,30.86,PHP,Kaggle Coffee Sales
Cocoa,4,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/05/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/05/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Espresso,6,11/06/2024,1,21.06,PHP,Kaggle Coffee Sales
Americano,1,11/06/2024,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Cappuccino,3,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/06/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/07/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/07/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,11/07/2024,1,25.96,PHP,Kaggle Coffee Sales
Cocoa,4,11/07/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/07/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/07/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/07/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/08/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano,1,11/08/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano,1,11/08/2024,1,25.96,PHP,Kaggle Coffee Sales
Cappuccino,3,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/08/2024,1,30.86,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/08/2024,1,30.86,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Latte,8,11/08/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/09/2024,1,30.86,PHP,Kaggle Coffee Sales
Cortado,5,11/09/2024,1,25.96,PHP,Kaggle Coffee Sales
Cortado,5,11/09/2024,1,25.96,PHP,Kaggle Coffee Sales
Latte,8,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Hot Chocolate,7,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/09/2024,1,25.96,PHP,Kaggle Coffee Sales
Americano With Milk,2,11/09/2024,1,30.86,PHP,Kaggle Coffee Sales
Latte,8,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Cocoa,4,11/09/2024,1,35.76,PHP,Kaggle Coffee Sales
Americano,1,11/09/2024,1,25.96,PHP,Kaggle Coffee Sales
